timestamp,alert_type,symbol,oi,prev_oi,oi_change_pct,oi_delta,volume_1m,volume_ema_20,cross_direction,message
2026-05-29 14:44:13,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +57,060 | New PE Vol: +46,920"
2026-05-29 14:45:17,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +1,121,250 | New PE Vol: +1,267,630"
2026-05-29 14:45:17,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +44,620 | New PE Vol: +50,960"
2026-05-29 14:46:23,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +1,289,210 | New PE Vol: +1,806,740"
2026-05-29 14:46:23,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +106,620 | New PE Vol: +87,940"
2026-05-29 14:47:14,Vol,NIFTY 02 JUN 23800 CALL,9984585,1459120,584.3,8525465,127107175,,,"periodic record vol=127,107,175 oi=9,984,585 (OI chg +8,525,465 +584.3%)"
2026-05-29 14:47:14,Vol,NIFTY 02 JUN 23750 CALL,2975505,218790,1260.0,2756715,45284005,,,"periodic record vol=45,284,005 oi=2,975,505 (OI chg +2,756,715 +1260.0%)"
2026-05-29 14:47:14,Vol,NIFTY 02 JUN 23700 CALL,2786160,721435,286.2,2064725,34054995,,,"periodic record vol=34,054,995 oi=2,786,160 (OI chg +2,064,725 +286.2%)"
2026-05-29 14:47:15,Vol,NIFTY 02 JUN 23800 PUT,8081645,3889145,107.8,4192500,286681980,,,"periodic record vol=286,681,980 oi=8,081,645 (OI chg +4,192,500 +107.8%)"
2026-05-29 14:47:15,Vol,NIFTY 02 JUN 23850 PUT,2942355,1734395,69.6,1207960,195365105,,,"periodic record vol=195,365,105 oi=2,942,355 (OI chg +1,207,960 +69.6%)"
2026-05-29 14:47:16,Vol,NIFTY 02 JUN 23900 PUT,6348160,5790980,9.6,557180,333671780,,,"periodic record vol=333,671,780 oi=6,348,160 (OI chg +557,180 +9.6%)"
2026-05-29 14:47:16,Vol,SENSEX 04 JUN 75600 CALL,217520,9080,2295.6,208440,2247400,,,"periodic record vol=2,247,400 oi=217,520 (OI chg +208,440 +2295.6%)"
2026-05-29 14:47:17,Vol,SENSEX 04 JUN 75500 CALL,330800,65520,404.9,265280,3314220,,,"periodic record vol=3,314,220 oi=330,800 (OI chg +265,280 +404.9%)"
